OBJECTID,NAME,state,coyote_year,coyote_year_recl,coyote_James,dif_betw_James_agencies,xcoord,ycoord,yr.since.coy.1980,yr.since.coy.1985,yr.since.coy.1990,yr.since.coy.1995,yr.since.coy.2000,yr.since.coy.2005,yr.since.coy.2010,yr.since.coy.2014,pop1980,pop1985,pop1990,pop1995,pop2000,pop2005,pop2010,pop2014,pop.growth.2005.2010,WHITE,BLACK,MED_AGE,Area_sqkm,Pop.dens.2010,BIO5_median,BIO6_median,BIO7_median,BIO12_median,BIO15_median,BIO17_median,altitude,snow_mean,OPEN_WATER.1992,LOW_INTENS.1992,high.developed.1992,DECIDUOUS_.1992,EVERGREEN.1992,MIXED_FORE.1992,SHRUBLAND.1992,grass.pastures.1992,ROW_CROPS.1992,WOODY_WETL.1992,HERBACEOUS_WETL.1992,water.2001,devel.21.22.2001,devel.23.24.2001,decidious.f.2001,evergreen.2001,mixed.f.2001,shrub.2001,grass.pastures.2001,crops.2001,woody.wetlands.2001,herbaceous.wetlands.2001,water.2006,devel.21.22.2006,devel.23.24.2006,decidious.f.2006,evergreen.2006,mixed.f.2006,shrub.2006,grass.pastures.2006,crop.2006,woody.wetlands.2006,herbaceous.wetlands.2006,tree.canopy_mean.2011,water.2011,decidious.f.2011,evergreen.2011,mixed.f.2011,shrub.2011,grass.pasture.2011,crops.2011,woody.wetl.2011,herbaceous.wetlands.2011,devel.21.22.2011,devel.23.24.2011,NPPmedian,NPPstdev,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,
2362,York,South Carolina,NA,NA,1990,NA,-81.19,34.97,NA,NA,NA,NA,NA,NA,NA,NA,106720,117905,131497,145041,165620,188117,226971,245346,1.038265601,169158,43003,37.1,1820.12,124.208,319,-15,333,1211,12,267,193.12,2.45,1.94,3.66,2.5,33.69,21.57,12.77,0,9.4,10.29,0.75,0.1,1.88,12.73,1.46,40.19,13.96,2.05,1.09,24.85,0.16,0.83,0.01,1.876,12.73,1.462,40.191,13.962,2.054,1.088,24.849,0.163,0.832,0.011,61.666,1.875,39.355,14.057,1.818,1.601,23.083,0.35,0.84,0.032,14.07,2.03,1279.166748,101.7617504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1941,2774,2089,912,3278,2354,2716,3130,2735,2664,2478,,
1926,Gaston,North Carolina,1938,1985,1990,52,-81.18,35.29,42,47,52,57,62,67,72,76,162568,171767,174769,182916,190679,193527,206213,211127,1.012779484,161166,31431,38.8,924.2,222.989,316,-18,333,1187,11,266,239.8,3.4,2.32,10.9,6.91,25.05,19.42,12.03,0,9.56,9.83,1.12,0.13,2.09,24.77,3.13,37.27,7.73,1.44,0.66,21.04,0.16,0.99,0.01,2.086,24.766,3.13,37.265,7.732,1.443,0.665,21.042,0.164,0.985,0.01,57.009,2.042,36.099,6.937,1.313,1.523,20.441,0.2,0.956,0.056,25.98,3.647,1316.166626,102.1966837,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,24,15,25,10,35,48,61,57,95,95,158,154,120,152,177,156,203,163,260,249,319,359,385,328,418,439,519,671,618,637,594,
1857,Montgomery,New York,1950,1950,2000,50,-74.44,42.9,30,35,40,45,50,55,60,64,53439,52223,51981,51649,49605,49505,50250,49779,1.002991841,45519,951,40.8,1058.75,47.432,275,-116,392,1041,12,213,221.15,84.18,1.48,1.84,1.87,21.99,4.52,12.04,0,43.79,10.86,1.03,0.07,1.48,7.53,1.06,19.11,4.82,7.4,1.7,27.87,24.53,4.23,0.27,1.477,7.528,1.065,19.105,4.822,7.401,1.7,27.869,24.529,4.231,0.267,31.968,1.495,18.992,4.798,7.397,1.743,27.823,24.468,4.227,0.279,7.491,1.223,922.666626,44.63475866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,64,56,85,70,120,107,87,145,103,124,221,246,352,397,398,405,393,386,318,393,504,435,480,423,353,520,498,597,641,576,672,635,629,494,385,434,560,542,558,743,737,764,867,820,950,801,
2130,Wood,Ohio,1942,1945,1990,48,-83.62,41.36,38,43,48,53,58,63,68,72,107372,109463,113269,116887,121199,124698,125502,129590,1.001286203,116422,3022,35.3,1614.83,77.71,291,-89,380,854,22,156,204.93,48.98,0.31,2.05,1.42,3.84,0.02,0.01,0,8.88,81.08,0.77,0.17,0.4,11.21,2.07,3.71,0.01,0,0,1.64,79.24,0.2,0.09,0.396,11.214,2.067,3.713,0.014,0,0,1.645,79.245,0.195,0.088,4.364,0.408,3.685,0.014,0.003,0.001,1.604,78.5,0.208,0.091,11.372,2.711,808.666687,9.674128556,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,66,53,26,51,73,91,118,150,161,191,163,211,198,189,137,158,197,207,230,256,318,334,368,366,385,441,387,442,385,336,387,344,428,401,
1977,Swain,North Carolina,1947,1995,1990,43,-83.49,35.48,33,38,43,48,53,58,63,67,10283,10848,11268,12011,13041,13463,13988,14274,1.007680271,9315,76,40.9,1440.77,9.704,269,-58,327,1615,11,349,958.48,8.24,1.59,0.13,0.14,69.55,10.31,15.66,0,0.48,0.11,0.04,0.14,2.35,3.12,0.1,83.22,5.66,2.32,0.52,1.14,0,0.03,0,2.354,3.121,0.104,83.223,5.663,2.316,0.523,1.141,0.005,0.026,0,91.497,2.37,83.024,5.645,2.3,0.653,1.179,0.005,0.025,0,3.13,0.142,1541.666626,31.56644103,,,,,,,,,,,,,,,,,,,,,,,7,5,18,11,5,15,4,4,4,5,11,10,19,25,33,27,18,33,23,28,79,28,50,38,43,45,39,60,66,69,47,74,102,87,85,68,93,103,84,113,
1779,Cape May,New Jersey,1948,1950,1990,42,-74.81,39.16,32,37,42,47,52,57,62,66,82266,88647,95089,100405,102314,99269,97253,95344,0.995904907,87369,4565,47.1,593.85,163.787,291,-40,330,1073,10,250,7.88,12.58,9.3,5.36,1.37,9.81,7.9,24.32,0,4.99,3.74,9.4,21.65,9.19,14.93,1.84,9.55,1.89,4.21,1.79,0.93,3.76,27.97,23.25,9.192,14.934,1.838,9.545,1.891,4.214,1.786,0.934,3.763,27.971,23.251,40.772,9.288,9.354,1.848,4.164,1.74,1.101,3.588,27.84,23.251,14.752,2.428,1237.666748,150.1696361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487,402,409,396,453,403,357,290,526,301,373,282,263,237,292,283,106,132,218,179,98,
1784,Hunterdon,New Jersey,1939,1940,1980,41,-74.91,40.56,41,46,51,56,61,66,71,75,87361,95829,107852,114049,122579,128072,128373,126067,1.000469607,117264,3451,43.4,1119.53,114.645,293,-75,367,1199,11,261,125.52,31.79,2.22,3.88,1.05,24.04,1.58,21.55,0,37.81,4.41,2.52,0.38,1.91,14.25,1.36,36.18,0.89,0.83,4.9,15.88,18.18,5.48,0.09,1.912,14.252,1.356,36.176,0.889,0.833,4.903,15.884,18.184,5.476,0.094,42.136,1.959,36.053,0.867,0.821,4.833,15.639,17.692,5.423,0.097,15.003,1.572,1181.666626,75.70036853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4183,4102,4532,4497,2932,3282,2905,3057,3207,2886,2951,2938,2757,2979,3082,3018,2925,2743,2567,2426,2113,
1868,Putnam,New York,1965,1965,2000,35,-73.75,41.43,15,20,25,30,35,40,45,49,77193,79989,83941,89969,96049,99575,99713,99487,1.000277024,90470,2350,41.8,644.76,154.647,280,-88,367,1186,8,264,198.21,37.62,6.49,5.51,2.34,38.42,4.63,33.92,0,3.31,0.79,3.54,0.3,6.19,15.1,1.82,61.42,3.58,0.74,1.17,3.49,0.16,5.43,0.81,6.193,15.103,1.824,61.415,3.577,0.743,1.169,3.491,0.158,5.427,0.814,67.542,6.082,60.809,3.531,0.706,1.186,3.229,0.095,5.393,0.825,15.685,2.292,1331.833374,12.92170041,598,603,730,699,540,415,357,218,156,147,192,252,299,412,446,358,303,283,305,332,330,475,520,588,487,429,420,429,351,345,402,505,690,678,676,738,769,697,825,692,754,796,649,773,650,665,751,633,695,715,593,553,518,603,604,590,606,545,588,451,423,411,
1941,Johnston,North Carolina,1955,1995,1990,35,-78.37,35.51,25,30,35,40,45,50,55,59,70599,75858,81306,97914,123279,144417,169735,181423,1.032834217,125349,25546,36.2,2085.27,80.986,318,-11,329,1189,18,237,61.42,3.42,0.82,1.17,1.05,20.11,15.6,8.63,0,6.2,31.7,13.78,0.19,0.99,7.96,0.74,11.56,10.86,3.57,4.02,16.25,27.33,15.41,1.01,0.988,7.957,0.74,11.564,10.862,3.575,4.022,16.248,27.333,15.412,1.009,49.049,1.007,11.122,10.216,3.241,5.509,15.14,26.778,15.036,1.3,9.216,0.993,969.333313,78.50214091,,,,,,,,,,,,,,,,,,,,,,,68,80,82,144,112,142,152,168,156,200,240,291,289,435,491,574,611,656,666,741,688,792,987,842,915,1116,912,1064,1093,1042,1137,1160,1089,1125,1009,1114,1033,1187,731,991,
2089,Logan,Ohio,1919,1935,1950,31,-83.76,40.39,61,66,71,76,81,86,91,95,39155,40028,42310,44700,45984,46066,45805,45507,0.998864266,43722,742,39.8,1237.77,37.049,287,-90,377,930,21,172,342.2,42.43,1.73,1.13,0.71,14.57,0.15,0.02,0,12.78,66.67,0.38,0.18,2,9,0.71,13.71,0.17,0,0,11.97,60.71,0.01,0.36,2.001,9,0.71,13.707,0.166,0.001,0,11.967,60.706,0.013,0.358,16.311,2.015,13.673,0.166,0.001,0,11.754,60.844,0.015,0.358,8.936,0.856,875.666687,22.17742187,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,136,152,174,171,226,293,353,334,361,399,351,458,475,457,438,267,361,396,514,545,717,789,663,715,807,750,757,798,804,863,813,618,704,809,
1853,Lewis,New York,1940,1940,1970,30,-75.45,43.78,40,45,50,55,60,65,70,74,25035,24837,26796,27364,26989,26773,27072,27220,1.002223682,26465,184,40.3,3332.69,8.128,250,-144,397,1207,13,255,398.61,116.29,1.42,0.09,0.21,53.7,6.32,11.98,0,14.57,2.96,8.48,0.15,2.13,0.94,0.06,44.84,14.74,3.59,7.45,11.41,4.17,10.12,0.6,2.13,0.94,0.06,44.844,14.742,3.595,7.446,11.405,4.166,10.123,0.602,57.924,2.039,44.938,14.651,3.548,7.278,11.429,4.173,10.136,0.847,0.929,0.077,1214,116.004672,744,668,518,702,600,520,613,564,649,578,579,820,733,905,832,634,455,311,367,490,550,713,737,528,454,366,601,687,651,758,798,921,1139,1120,1175,1467,1266,1719,1750,1987,1508,2244,2115,2124,2182,2635,2710,2100,1777,1337,1101,1401,1634,2331,2369,1913,1853,2169,2663,2608,1929,1675,
1885,Warren,New York,1950,1950,1980,30,-73.85,43.56,30,35,40,45,50,55,60,64,54854,55491,59209,62271,63273,65206,65697,64973,1.001501481,63391,590,44,2334.22,28.149,259,-143,402,1080,13,224,395.84,86.3,6.14,0.5,1.52,51.06,22.14,15.46,0,0.64,0.99,0.93,0.35,6.24,4.71,0.52,38.43,28.87,15.2,0.69,0.37,0.41,4.31,0.24,6.239,4.714,0.515,38.427,28.874,15.202,0.691,0.371,0.409,4.313,0.242,72.728,6.204,38.391,28.746,15.147,0.724,0.445,0.36,4.308,0.259,4.777,0.62,1223.333374,39.87949172,415,437,486,451,477,384,418,353,528,472,348,506,587,548,540,467,292,189,199,198,247,340,343,329,272,250,299,400,294,337,338,441,578,405,409,490,541,670,673,672,578,610,597,721,764,726,796,665,740,586,577,638,788,637,722,430,492,495,642,608,474,546,
1886,Washington,New York,1940,1940,1970,30,-73.43,43.32,40,45,50,55,60,65,70,74,54795,55942,59330,61225,60977,62468,63288,62372,1.002611667,59815,1893,41.7,2280.44,27.721,281,-131,411,994,16,195,179.14,77.26,3.35,0.78,0.93,28.64,15.46,16.29,0,23.44,9.23,1.29,0.41,2.98,5.14,0.67,31.98,12.87,4.78,4.66,23.11,7.28,4.79,1.7,2.984,5.142,0.665,31.983,12.872,4.776,4.657,23.107,7.284,4.792,1.7,49.991,2.974,31.993,12.833,4.76,4.596,23.351,7.008,4.79,1.729,5.151,0.758,1047.666626,99.91232556,403,412,368,503,457,361,337,345,270,337,331,557,612,549,500,308,314,337,406,405,524,507,517,651,648,559,734,916,790,860,1144,1365,1546,1348,1152,1349,1519,1819,1842,1522,1546,1757,1736,2016,2206,2390,2578,2406,2333,1740,1610,1582,1987,1909,2068,2153,2036,2351,2300,2112,1826,1836,
2073,Guernsey,Ohio,1920,1935,1950,30,-81.49,40.05,60,65,70,75,80,85,90,94,42024,40558,39024,40080,40803,40752,40033,39590,0.996446169,38486,590,40.9,1374.64,29.162,288,-79,367,974,19,188,291.1,24.67,1.98,1.14,0.54,58.35,2.24,1.12,0,27.12,6.09,0.21,0.16,1.62,8.73,0.54,61.6,0.92,0,0.14,15.98,9.49,0.23,0.04,1.623,8.728,0.543,61.604,0.919,0.002,0.135,15.976,9.488,0.232,0.04,51.323,1.608,61.277,0.902,0.002,0.152,16.087,9.472,0.227,0.046,8.733,0.615,1271.166626,88.663543,,,,,,,,,,,,,,,,,,,,,,,,,,,,736,893,944,954,890,1030,1126,1213,1286,1327,1396,1456,1537,1822,1802,1541,1455,1220,1514,1850,2059,2451,2267,2943,2428,2859,2561,2763,2781,2530,2387,2323,1878,1565,1913,
2092,Madison,Ohio,1940,1940,1970,30,-83.4,39.89,40,45,50,55,60,65,70,74,33004,34628,37078,40326,40218,41292,43446,43918,1.010221892,39364,2862,39,1233.08,35.225,290,-82,372,966,20,183,304.95,36.65,0.24,0.87,0.55,4.02,0.01,0,0,10.9,81.3,0.27,0.06,0.29,5.43,0.61,3.46,0.01,0,0,6.41,82.48,0.04,0.08,0.288,5.432,0.605,3.456,0.007,0.002,0,6.41,82.48,0.039,0.08,5.074,0.292,3.438,0.007,0.002,0,6.526,82.143,0.039,0.08,5.453,0.818,833,22.98580602,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,24,26,35,65,77,107,144,163,182,197,200,237,266,237,171,121,124,186,219,219,222,292,259,279,290,260,276,314,257,252,243,221,217,242,
2123,Union,Ohio,1940,1945,1970,30,-83.37,40.3,40,45,50,55,60,65,70,74,29536,30291,31969,36308,41338,46952,52390,53776,1.02215995,48587,1231,36.4,1112.72,47.002,290,-87,377,931,21,172,301.97,38.56,0.18,0.75,0.82,8.88,0.02,0,0,13.64,73.49,0.43,0.09,0.31,7.39,0.99,7.32,0.03,0,0,8.57,74.03,0.01,0.12,0.31,7.392,0.991,7.322,0.028,0.001,0.001,8.568,74.032,0.01,0.116,9.483,0.369,7.271,0.024,0.001,0.001,8.501,73.487,0.009,0.116,7.712,1.256,854.166687,21.95252471,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,109,124,96,121,118,166,206,225,274,275,217,287,330,328,226,159,216,279,343,394,464,446,382,426,431,406,345,408,385,433,393,339,379,431,
1789,Ocean,New Jersey,1962,1965,1990,28,-74.31,39.91,18,23,28,33,38,43,48,52,346038,387772,433203,471243,513608,556012,577603,586301,1.007648482,524577,18164,42.5,1616.88,356.592,291,-54,345,1147,12,267,28.36,24.64,5.07,12.42,3.75,11.06,13.93,29.69,0,2.97,1.67,11.71,4.01,4.79,20.89,5.39,13.51,16.89,5.84,2.65,0.89,1.92,20.57,4.75,4.794,20.889,5.391,13.505,16.889,5.844,2.648,0.892,1.919,20.565,4.747,42.15,4.834,12.055,15.026,5.129,4.343,1.276,1.614,20.24,4.744,21.849,6.862,1545.833252,212.2875856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1374,1248,1352,1137,1237,1609,1368,1389,1691,1079,1399,937,747,750,736,1041,874,920,1117,813,789,
1887,Wayne,New York,1975,1975,2000,25,-77.02,43.16,5,10,15,20,25,30,35,39,84581,86266,89123,92740,93791,93727,93753,92051,1.000055474,87148,2887,41.5,1571.63,59.665,275,-90,365,895,17,165,129.88,68.24,2.44,1.4,0.59,29.79,0.32,5.93,0,41.26,13.35,3.45,0.62,2.54,6.7,0.47,21.14,1.06,5.21,1.33,30.03,17.57,12.02,1.88,2.538,6.695,0.473,21.137,1.063,5.211,1.328,30.026,17.573,12.025,1.877,32.652,2.517,21.073,1.059,5.19,1.377,29.89,17.544,11.97,1.965,6.787,0.551,885.666687,80.83031189,119,196,121,123,104,74,74,93,122,101,130,144,107,122,126,152,152,193,209,153,254,244,272,254,319,418,588,658,669,719,644,583,810,1083,1067,1177,1299,1232,1383,1121,986,1203,1193,1302,1392,1378,1610,1594,1689,1499,1250,1555,1488,1748,1711,1728,1862,2086,2363,2681,2363,2152,
1792,Somerset,New Jersey,1957,1960,1980,23,-74.62,40.56,23,28,33,38,43,48,53,57,203129,214352,240222,267163,298761,312617,324194,332568,1.007299171,226608,28943,40.2,794.44,407.133,296,-70,365,1180,13,255,62.34,28.93,0.52,19.96,4.79,18.72,2.19,19.36,0,23.94,2.53,5.91,0.42,0.26,33.84,6.06,25.32,1.15,1.22,3.6,8.27,9.27,10.21,0.15,0.262,33.845,6.062,25.324,1.152,1.219,3.596,8.272,9.269,10.212,0.155,40.346,0.259,24.76,1.08,1.148,3.459,7.826,8.784,9.942,0.143,35.049,7.019,1239.666626,117.9543007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1696,1714,1726,1655,1068,1178,1082,1210,1156,1065,1025,1101,963,1151,1193,1200,1049,1076,1046,1094,864,
1861,Oneida,New York,1950,1950,1970,20,-75.44,43.24,30,35,40,45,50,55,60,64,253466,252832,250836,244736,235146,234282,234845,232871,1.000480156,204679,14688,40.8,3186.57,73.709,264,-123,387,1153,11,243,275.93,98.53,3.26,2.39,2.04,35,4.21,18.03,0,22.99,5.71,5.29,0.21,3.71,4.89,0.87,32.16,12.3,3.22,10.52,18.37,9.09,4.5,0.4,3.715,4.892,0.866,32.16,12.302,3.218,10.519,18.37,9.088,4.5,0.4,45.194,3.726,32.064,12.234,3.192,10.499,18.284,9.094,4.552,0.432,4.858,1.086,1063.666748,140.3037225,382,378,313,372,262,260,243,269,307,287,257,337,366,378,420,364,228,241,259,387,471,493,554,458,443,467,727,759,711,898,913,1193,1502,1662,1425,1631,1708,1891,2155,2004,1605,2183,1927,2127,2337,2556,2956,2531,2342,1980,1567,1842,2067,2282,2431,2034,2372,2400,3050,2959,2824,2251,
1874,Saratoga,New York,1950,1950,1970,20,-73.87,43.1,30,35,40,45,50,55,60,64,153759,161661,181276,193253,201514,212975,219960,224921,1.006475058,207181,3269,40.9,2203.51,99.662,278,-125,398,1037,11,219,227.5,80.11,4.32,4,3.86,34.17,15.88,17.57,0,11.44,4.31,3.11,0.77,4.1,9.74,1.26,29.9,17.89,8.54,0.99,6.64,6.47,13.66,0.63,4.104,9.739,1.265,29.901,17.888,8.543,0.991,6.645,6.475,13.661,0.627,59.589,3.998,29.237,17.624,8.385,1.153,6.586,6.151,13.558,0.736,10.711,1.663,1187.166748,96.88525256,191,197,172,187,202,132,154,150,186,154,118,159,243,257,235,187,181,143,171,172,241,234,243,296,244,200,330,430,379,448,561,799,803,729,730,834,959,1337,1291,956,885,1073,1009,1120,1273,1370,1448,1291,1572,1175,1104,1065,1252,1193,1201,1078,1110,1349,1545,1385,1283,1299,
1875,Schenectady,New York,1950,1950,1970,20,-74.06,42.82,30,35,40,45,50,55,60,64,149946,149612,149285,150355,146581,150200,154889,155735,1.006167137,123211,14710,39.8,525.16,294.626,272,-119,391,1012,12,211,223.56,77.07,1.47,10.68,9.92,36.39,7.31,12.47,0,15.87,3.47,1,0.2,1.43,18.76,5.12,30.93,6.38,14,0.72,12.99,3.81,5.72,0.19,1.435,18.755,5.118,30.929,6.38,14.004,0.716,12.992,3.806,5.717,0.185,51.612,1.426,30.365,6.336,13.947,0.799,12.948,3.649,5.577,0.204,19.145,5.627,1021.166626,60.84946254,59,82,72,75,46,42,69,68,97,70,52,72,104,106,155,54,33,17,42,42,81,51,66,98,73,84,108,127,144,212,201,216,237,256,214,233,316,289,334,220,229,297,289,286,360,336,307,294,264,201,179,232,244,229,296,246,237,344,384,341,389,368,
1876,Schoharie,New York,1950,1950,1970,20,-74.44,42.59,30,35,40,45,50,55,60,64,29710,30063,31840,32137,31514,32534,32722,31566,1.001153052,31402,435,42.4,1643.9,19.922,256,-123,378,1050,14,211,465.13,83.08,0.89,0.58,0.55,40.12,10.33,21.34,0,20.81,4.42,0.68,0.02,0.88,4.88,0.34,36.89,11.71,16.27,0.31,18.99,5.93,3.27,0.49,0.876,4.879,0.337,36.892,11.707,16.269,0.314,18.99,5.931,3.267,0.487,56.661,0.867,36.858,11.57,16.248,0.457,18.967,5.948,3.283,0.501,4.861,0.372,1056.333374,140.793494,576,645,712,783,527,446,735,800,737,652,471,786,875,997,1234,876,689,684,879,1231,1338,1292,1042,1151,930,995,1493,1796,1992,2104,1611,1533,1676,1726,1583,1668,1919,1851,1999,1583,1541,1874,1498,1783,1999,1916,1966,1839,1918,1440,1163,1307,1508,1483,1522,1482,1528,1513,1440,1510,1755,1487,
1888,Westchester,New York,1970,1970,1990,20,-73.76,41.17,10,15,20,25,30,35,40,44,866599,873022,874866,897945,925511,933401,950541,972634,1.003645908,646471,138118,40,1235.41,768.258,286,-73,357,1209,8,273,107.55,28.67,9.8,22.96,7.72,12.55,7.68,30.51,0,2.92,0.55,1.62,0.22,9.46,32.5,8.96,36.25,4.86,0.59,0.43,3.33,0.1,3.06,0.46,9.459,32.5,8.965,36.251,4.861,0.593,0.426,3.329,0.103,3.059,0.46,52.402,9.483,35.228,4.49,0.496,0.42,2.893,0.065,2.983,0.399,33.407,10.137,1341.666626,99.60228151,92,68,51,37,74,215,151,100,19,16,14,14,11,12,13,21,50,13,19,18,20,19,23,20,30,27,40,83,92,75,66,99,128,460,556,596,753,423,550,476,494,498,603,548,561,665,594,682,559,557,638,587,596,654,609,612,614,545,509,541,403,376,
1890,Yates,New York,1970,1970,1990,20,-77.1,42.64,10,15,20,25,30,35,40,44,21459,21538,22810,24064,24723,25129,25338,25208,1.00165791,24647,203,40.7,985.16,25.73,270,-98,369,836,21,145,322.86,57.11,10.55,0.78,0.27,31.25,0.9,8.89,0,34.47,11.83,0.17,0.36,10.62,5.12,0.16,20.53,2.44,8.01,5.06,26.84,17.68,2.61,0.9,10.617,5.118,0.163,20.531,2.437,8.015,5.064,26.842,17.683,2.613,0.899,26.775,10.537,20.565,2.442,8.018,5.13,26.778,17.687,2.625,0.896,5.117,0.184,867.333313,93.35566,286,334,433,301,239,200,269,331,455,480,553,555,541,516,547,591,583,591,748,702,785,652,702,755,874,1164,1294,1366,1360,1476,1474,1071,1131,1348,1427,1570,1486,1650,1821,1558,1343,1623,1528,1769,1798,1907,1969,2021,2041,1872,1482,1489,1349,1486,1575,1555,1659,1922,2033,1990,1853,1782,
1982,Wake,North Carolina,1970,1995,1990,20,-78.65,35.78,10,15,20,25,30,35,40,44,301429,359163,426311,526599,633267,746048,906969,998691,1.039836684,597546,186510,34.4,2198.75,409.775,317,-17,334,1149,14,246,104.1,4.21,2.77,7.55,4.84,26.12,22.72,11.53,0,4.12,14.11,3.84,0.21,2.81,26.36,3.83,20.29,15.4,5.73,1.11,16.58,4.3,3.03,0.13,2.813,26.363,3.829,20.289,15.396,5.733,1.106,16.579,4.304,3.03,0.125,54.808,2.82,18.203,13.454,4.954,1.902,14.828,3.963,2.924,0.143,29.877,6.269,1142.666626,167.593796,,,,,,,,,,,,,,,,,,,,,,,19,61,64,27,55,51,106,80,99,32,116,176,263,342,404,463,619,729,819,919,738,889,1123,1064,1136,1340,1006,1426,1278,1238,1471,1530,1611,1574,1479,1434,1548,1717,898,1278,
1795,Warren,New Jersey,1953,1960,1970,17,-75,40.85,27,32,37,42,47,52,57,61,84429,86368,91675,96956,102902,108855,108714,106917,0.999740805,98137,3818,41.5,950.08,114.403,284,-89,372,1189,11,255,185.21,35.67,2.21,3.39,1.4,34.49,1.13,21.11,0,23.87,8.41,3.27,0.3,1.67,11.72,1.43,36.95,0.47,8.45,1.18,10.88,18.74,7.82,0.67,1.67,11.721,1.426,36.946,0.472,8.452,1.179,10.879,18.74,7.815,0.668,50.234,1.677,36.782,0.454,8.439,1.196,10.815,18.25,7.795,0.671,12.224,1.624,1165,77.38039299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3154,3031,3170,2999,2132,2316,1851,1862,2323,1774,1924,2011,1937,1876,1893,1724,1873,1639,1588,1672,1452,
1884,Ulster,New York,1955,1955,1970,15,-74.26,41.89,25,30,35,40,45,50,55,59,158158,159880,165380,172362,177810,182438,182435,180445,0.999996711,158184,10982,42,3009.71,60.635,272,-103,374,1172,10,252,349.75,50.6,2.73,2.32,1.56,35.91,8.39,38.66,0,6.59,1.81,1.5,0.1,2.52,6.05,0.64,54.1,6.1,14.86,0.39,4.94,3.32,6.64,0.27,2.525,6.049,0.637,54.1,6.096,14.863,0.391,4.939,3.316,6.638,0.268,67.892,2.53,53.957,6.085,14.837,0.598,4.709,3.288,6.604,0.279,6.183,0.785,1260.333374,71.77786986,1441,1514,1939,2089,2130,1761,2222,1921,1796,1469,1340,1804,2117,2355,2286,2133,1811,1506,1629,1848,2377,2256,1917,2463,1740,1852,2101,2623,2170,2250,2357,2723,3502,3133,2408,2868,2648,2957,3984,3285,2845,3590,2736,3044,2957,3099,3290,2601,2960,2885,2281,1483,1664,1805,1783,1960,1928,2442,2410,2339,2123,1747,
1889,Wyoming,New York,1975,1975,1990,15,-78.22,42.71,5,10,15,20,25,30,35,39,39895,40721,42507,43709,43399,42780,42129,41188,0.996937825,38602,2375,41,1528.01,27.588,259,-109,369,987,18,183,456.46,93.17,0.68,0.56,0.3,18.57,0.67,20.92,0,46.31,10.99,0.52,0.11,0.61,4.55,0.19,24.59,2.08,5.12,3.94,27.64,23.93,5.51,1.72,0.614,4.554,0.188,24.59,2.083,5.116,3.938,27.637,23.926,5.508,1.723,35.303,0.604,24.587,2.048,5.094,3.959,27.373,24.166,5.486,1.767,4.565,0.215,839.333313,42.67436853,318,473,315,347,243,154,253,272,374,397,422,498,409,478,458,529,462,506,541,619,804,702,750,591,640,814,1118,1140,1153,1053,1051,1167,1240,1536,1597,1754,1727,1770,1738,1528,1350,1702,1694,1985,2137,2338,2733,2642,2554,2192,2079,1908,2129,2388,2216,2740,2926,3179,3421,3136,3048,2804,
1976,Surry,North Carolina,1977,1990,1990,13,-80.69,36.41,3,8,13,18,23,28,33,37,59449,60525,61704,66828,71308,72562,73694,72968,1.003100801,64926,2749,41.2,1431.56,51.463,303,-41,345,1188,10,259,374,6.32,0.53,2.95,1.75,38.15,17.25,14.08,0,18.23,5.3,0.15,0.08,0.43,9.87,0.66,44.95,6.69,4.18,2.45,29.5,0.57,0.05,0,0.432,9.874,0.659,44.949,6.693,4.178,2.452,29.498,0.567,0.054,0.003,61.011,0.444,44.068,6.644,4.069,3.503,29.249,0.606,0.057,0.01,9.854,0.838,1299.333374,110.2316213,,,,,,,,,,,,,,,,,,,,,,,122,129,159,124,102,120,125,114,119,116,150,161,221,287,308,366,465,490,505,590,565,526,589,707,615,695,632,761,775,859,879,913,843,989,856,984,810,934,1028,1163,
